30009;Transportation Box 4;1;100;NULL;itm_EveBalPbox.bmp;Contains random items and a small chance for a Tiger Board
30008;Transportation Box 2;1;100;NULL;itm_EveBalPbox.bmp;Contains random items and a small chance for a Dragon Stick
30007;Transportation Box 3;1;100;NULL;itm_EveBalPbox.bmp;Contains random items and a small chance for a Sword Board
30004;Transportation Box 1;1;100;NULL;itm_EveBalPbox.bmp;Contains random items and a small chance for a Hera Hoverbike
30003;Necklace box;1;100;NULL;itm_EveBalPbox.bmp;Contains random items and a chance to get a Necklace
30002;Cloak box;1;100;NULL;itm_EveBalPbox.bmp;Contains random items and a chance to get a Cloak
30001;Ring Box;1;100;NULL;itm_EveBalPbox.bmp;Contains random items and a chance to get a Ring
26103;Duel Box;1;100;NULL;Itm_SysSysScrBxScro.bmp;The perfect box for Assists or Acrobats!
26102;Magician Box;1;100;NULL;Itm_SysSysScrBxScro.bmp;The perfect box for Magicians!
26101;Mercenary Box;1;100;NULL;Itm_SysSysScrBxScro.bmp;The perfect box for Mercenary!
30133;Magic Carpet Box S;1;100;NULL;itm_EveBalPbox.bmp;Contains various items and a small chance for a Magic Carpet
30132;Snowboard Box S;1;100;NULL;itm_EveBalPbox.bmp;Contains various items and a small chance for a Snowboard
30131;Dargon Stick Box S;1;100;NULL;itm_EveBalPbox.bmp;Contains various items and a small chance for a Dragon Stick
30130;Hera Hoverbike Box S;1;100;NULL;itm_EveBalPbox.bmp;Contains various items and a small chance for a Hera Hoverbike
30136;Duel Box (Power Up1;1;100;NULL;itm_EveBalPbox.bmp;Contains materials that help you fight.
30135;Upgrading Gift Box;1;100;NULL;itm_EveBalPbox.bmp;Contains materials for upgrading items
30134;Medicine Gift Box;1;100;NULL;itm_EveBalPbox.bmp;Contains random Medicine
30179;Cute Beagle;1;100;NULL;itm_EveBalPbox.bmp;Cute Beagle that follows its master around and collects items.
30174;Lucky Box (Little Maid Cardpupet;1;100;NULL;itm_EveBalPbox.bmp;You can get a pet \Little Maid Cardpuppet\ if you are lucky
30173;Lucky Box (Little Mia;1;100;NULL;itm_EveBalPbox.bmp;You can get a pet \Little Mia\ if you are lucky
30169;Lucky Box;1;100;NULL;itm_EveBalPbox.bmp;
30171;Lucky Bag;1;100;NULL;Itm_SysSysScrRedMeonybag.bmp;Happy New Year!
30168;Lucky Hamster Box;1;100;NULL;itm_EveBalPbox.bmp;Contains various items and a chance for a Baby Hamster.
30157;Lucky Riding Cloud Box(Light pink;1;100;NULL;itm_EveBalPbox.bmp;
30052;Magic Carpet Box;1;100;NULL;itm_EveBalPbox.bmp;Contains vaious items and a small chance of getting a Magic Carpet
30051;Snowboard Box;1;100;NULL;itm_EveBalPbox.bmp;Contains various items and a small chance of getting a Snowboard
30050;Dragon Box;1;100;NULL;itm_EveBalPbox.bmp;Contains various items and a small chance of getting a Dragon Stick
30049;Hera Hoverbike Box;1;100;NULL;itm_EveBalPbox.bmp;Contains various items and a small chance of getting a Hera Hoverbike
30048;Accessory Box;1;100;NULL;itm_EveBalPbox.bmp;Contains various items and a small chance of getting an Accessory
30047;Premium Cloak Box;1;100;NULL;itm_EveBalPbox.bmp;Contains various items and a small chance of getting a Cloak
30046;Mask Box;1;100;NULL;itm_EveBalPbox.bmp;Contains various items and a small chance of getting a Mask
30045;New Year Luck Bag;1;100;NULL;Itm_SysSysScrRedMeonybag.bmp;Happy New Year~!
30044;Lottery Box (Magic Carpet1;1;100;NULL;itm_EveBalPbox.bmp;Contains a piece of the Sinbad set, an Upcut stone, and a small chance for a Magic Carpet
30043;Lottery Box (Snowboard1;1;100;NULL;itm_EveBalPbox.bmp;Contains a piece of the Snowboarder set, an Upcut stone, and a small chance for a Snowboard
30034;Magic Carpet Box 2;1;100;NULL;itm_EveBalPbox.bmp;Contains vaious items and a small chance of getting a Magic Carpet
30033;Snowboard Box 2;1;100;NULL;itm_EveBalPbox.bmp;Contains vaious items and a small chance of getting a Snowboard
30032;Pet Box (Baby Aibatt1;1;100;NULL;itm_EveBalPbox.bmp;Contains vaious items and a small chance of getting a Baby Aibatt
30031;Pet Box (Baby Luia1;1;100;NULL;itm_EveBalPbox.bmp;Contains vaious items and a small chance of getting a Baby Luia
30030;Pet Box (Baby LawolF);1;100;NULL;itm_EveBalPbox.bmp;Contains various items and a small chance of getting a Baby Lawolf Pet
30029;Pet Box (Baby Leyena1;1;100;NULL;itm_EveBalPbox.bmp;Contains various items and a small chance of getting a Baby Leyena Pet
16360;Teddy Bear set (F);1;100;NULL;Itm_SysSysScrBxLuck.bmp;Teddy Bear set for Female chatacters
16359;Teddy Bear Shoes (F);1;100;NULL;itm_fCloBear01Boots.bmp;Teddy Bear shoes for Female chatacters
16358;Teddy Bear Gloves ( F);1;100;NULL;itm_fCloBear01Gloves.bmp;Teddy Bear gloves for Female chatacters
16357;Teddy Bear Suit (F);1;100;NULL;itm_fCloBear01Suit.bmp;Teddy Bear suit for Female chatacters
16356;Teddy Bear Hat (F);1;100;NULL;itm_fCloBear01Hat.bmp;Teddy Bear hat for Female chatacters
16355;Teddy Bear set (M);1;100;NULL;Itm_SysSysScrBxLuck.bmp;Teddy Bear set for Male chatacters
16354;Teddy Bear Shoes (M);1;100;NULL;itm_mCloBear01Boots.bmp;Teddy Bear shoes for Male chatacters
16353;Teddy Bear Gloves (M);1;100;NULL;itm_mCloBear01Gloves.bmp;Teddy Bear gloves for Female chatacters
16352;Teddy Bear Suit (M);1;100;NULL;itm_mCloBear01Suit.bmp;Teddy Bear suit for Female chatacters
16351;Teddy Bear Hat (M);1;100;NULL;itm_mCloBear01Hat.bmp;Teddy Bear hat for Female chatacters
16350;Lamb (F);1;100;NULL;Itm_SysSysScrBxLuck.bmp;Lamb set for Female Characters
16349;Lamb Shoes (F);1;100;NULL;itm_fCloLamb01Boots.bmp;Lamb shoes for Female Characters
16348;Lamb Gloves (F) ;1;100;NULL;itm_fCloLamb01Gloves.bmp;Lamb gloves for Female Characters
16347;Lamb Suit (F) Suit;1;100;NULL;itm_fCloLamb01Suit.bmp;Lamb suit for Female Characters
16346;Lamb Hat (F);1;100;NULL;itm_fCloLamb01Hat.bmp;Lamb hat for Female Characters
16345;Lamb set (M);1;100;NULL;Itm_SysSysScrBxLuck.bmp;Lamb set for Male Characters
16344;Lamb Shoes (M);1;100;NULL;itm_mCloLamb01Boots.bmp;Lamb shoes for Male Characters
16343;Lamb Gloves (M);1;100;NULL;itm_mCloLamb01Gloves.bmp;Lamb gloves for Male Characters
16342;Lamb Suit (M);1;100;NULL;itm_mCloLamb01Suit.bmp;Lamb suit for Male Characters
16341;Lamb Hat (M);1;100;NULL;itm_mCloLamb01Hat.bmp;Lamb Hat for Male Characters
16340;Frog Set (F);1;100;NULL;Itm_SysSysScrBxLuck.bmp;Frog set for Female characters
16339;Frog Shoes (F);1;100;NULL;itm_fCloFrog01Boots.bmp;Frog shoes for Female characters
16338;Frog Gloves (F);1;100;NULL;itm_fCloFrog01Gloves.bmp;Frog gloves for Female characters
16337;Frog Suit (F);1;100;NULL;itm_fCloFrog01Suit.bmp;Frog suit for Female characters
16336;Frog Hat (F);1;100;NULL;itm_fCloFrog01Hat.bmp;Frog hat for Female characters
16335;Frog set (M);1;100;NULL;Itm_SysSysScrBxLuck.bmp;Frog set for Male characters
16334;Frog Shoes (M);1;100;NULL;itm_mCloFrog01Boots.bmp;Frog shoes for Male characters
16333;Frog Gloves (M);1;100;NULL;itm_mCloFrog01Gloves.bmp;Frog gloves for Male characters
16332;Frog Suit (M);1;100;NULL;itm_mCloFrog01Suit.bmp;Frog suit for Male characters
16331;Frog Hat (M);1;100;NULL;itm_mCloFrog01Hat.bmp;Frog hat for Male characters
16330;Snowman set (F) Set;1;100;NULL;Itm_SysSysScrBxLuck.bmp;Snowman set for female characters
16329;Snowman Shoes (F);1;100;NULL;itm_fCloSnowman01Boots.bmp;Snowman shoes for female characters
16328;Snowman Gloves (F);1;100;NULL;itm_fCloSnowman01Gloves.bmp;Snowman gloves for female characters
16327;Snowman Suit (F);1;100;NULL;itm_fCloSnowman01Suit.bmp;Snowman suitfor female characters
16326;Snowman Hat (F);1;100;NULL;itm_fCloSnowman01Hat.bmp;Snowman hat for female characters
16325;Snowman set (M);1;100;NULL;Itm_SysSysScrBxLuck.bmp;Snowman set for Male characters
16324;Snowman Shoes (M);1;100;NULL;itm_mCloSnowman01Boots.bmp;Snowman shoes for Male characters
16323;Snowman Gloves (M);1;100;NULL;itm_mCloSnowman01Gloves.bmp;Snowman gloves for Male characters
16322;Snowman Suit (M);1;100;NULL;itm_mCloSnowman01Suit.bmp;Snowman suit for Male characters
16321;Snowman Hat (M);1;100;NULL;itm_mCloSnowman01Hat.bmp;Snowman hat for Male characters
16318;Snowboarder set (F);1;100;NULL;Itm_SysSysScrBxLuck.bmp;Snowboarder set for Female characters
16317;Snowboarder Shoes (F);1;100;NULL;itm_fCloSnowboarder01Boots.bmp;Snowboarder shoes for Female characters
16316;Snowboarder Gloves (F);1;100;NULL;itm_fCloSnowboarder01Gloves.bmp;Snowboarder gloves for Female characters
16315;Snowboarder Suit (F);1;100;NULL;itm_fCloSnowboarder01Suit.bmp;Snowboarder suit for Female characters
16314;Snowboarder Hat (F);1;100;NULL;itm_fCloSnowboarder01Hat.bmp;Snowboarder hat for Female characters
16313;Snowboarder set (M);1;100;NULL;Itm_SysSysScrBxLuck.bmp;Snowboarder set for Male characters
16312;Snowboarder Shoes (M);1;100;NULL;itm_mCloSnowboarder01Boots.bmp;Snowboarder shoes for Male characters
16311;Snowboarder Gloves (M);1;100;NULL;itm_mCloSnowboarder01Gloves.bmp;Snowboarder set for Male characters
16310;Snowboarder Suit (M);1;100;NULL;itm_mCloSnowboarder01Suit.bmp;Snowboarder suit for Male characters
16309;Snowboarder Hat (M) Hat;1;100;NULL;itm_mCloSnowboarder01Hat.bmp;Snowboarder hat for Male characters
16308;Sinbad Set (F);1;100;NULL;Itm_SysSysScrBxLuck.bmp;Sinbad set for Female characters
16307;Sinbad Shoes (F);1;100;NULL;itm_fCloSinbad01Boots.bmp;Sinbad shoes for Female characters
16306;Sinbad Suit (F);1;100;NULL;itm_fCloSinbad01Suit.bmp;Sinbad suit for Female characters
16305;Sinbad Veil (F);1;100;NULL;itm_fCloSinbad01Hat.bmp;Sinbad veil for Female characters
16304;Sinbad Set (M);1;100;NULL;Itm_SysSysScrBxLuck.bmp;Sinbad set for Male characters
16303;Sinbad Shoes (M);1;100;NULL;itm_mCloSinbad01Boots.bmp;Sinbad shoes for Male characters
16302;Sinbad Suit (M);1;100;NULL;itm_mCloSinbad01Suit.bmp;Sinbad suit for Male characters
16299;Sinbad Turban (M);1;100;NULL;itm_mCloSinbad01Hat.bmp;Sinbad turban for Male characters
16298;Wonderwoman set (F);1;100;NULL;Itm_SysSysScrBxLuck.bmp;Wonderwoman set for Female characters
16297;Wonderwoman Shoes (F);1;100;NULL;itm_fCloWonderWoman01Boots.bmp;Wonderwoman shoes for Female characters
16296;Wonderwoman Gloves (F);1;100;NULL;itm_fCloWonderWoman01Gloves.bmp;Wonderwoman gloves for Female characters
16295;Wonderwoman Suit (F);1;100;NULL;itm_fCloWonderWoman01Suit.bmp;Wonderwoman suit for Female characters
16294;Wonderwoman Headband (F);1;100;NULL;itm_fCloWonderWoman01Hat.bmp;Wonderwoman headband for Female characters
16293;Superman Set (M);1;100;NULL;Itm_SysSysScrBxLuck.bmp;Superman set for Male characters
16292;Superman Shoes (M);1;100;NULL;itm_mCloSuperMan01Boots.bmp;Superman shoes for Male characters
16291;Superman Gloves (M);1;100;NULL;itm_fCloSuperMan01Gloves.bmp;Superman gloves for Male characters
16290;Superman Suit (M);1;100;NULL;itm_mCloSuperMan01Suit.bmp;Superman suit for Male characters
16289;Superman Cloak (M);1;100;NULL;itm_mCloSuperMan01Cape.bmp;Superman cloak for Male characters
16288;Clown set (M);1;100;NULL;Itm_SysSysScrBxLuck.bmp;Clown set for Male characters
16287;Clown Shoes (M);1;100;NULL;itm_mCardgirlFoot.bmp;Clown shoes for Male characters
16286;Clown Suit (M);1;100;NULL;itm_mCardgirlUpper.bmp;Clown suit for Male characters
16285;Clown Hat (M);1;100;NULL;itm_mCardgirlCap.bmp;Clown hat for Male characters
16282;Skeleton set (F);1;100;NULL;Itm_SysSysScrBxLuck.bmp;Skeleton set for Female characters
16284;Skeleton Gloves (F) Gloves;1;100;NULL;itm_fcloskullHand01.bmp;Skeleton gloves for Female characters
16281;Skeleton Shoes (F);1;100;NULL;itm_fcloskullFoot01.bmp;Skeleton shoes for Female characters
16280;Skeleton Suit (F);1;100;NULL;itm_fcloskullUpper01.bmp;Skeleton suit for Female characters
16279;Skeleton Mask (F);1;100;NULL;itm_fcloskullMask01.bmp;Skeleton mask for Female characters
16278;Skeleton set (M);1;100;NULL;Itm_SysSysScrBxLuck.bmp;Skeleton set for Male characters
16283;Skeleton Gloves (M);1;100;NULL;itm_mcloskullHand01.bmp;Skeleton gloves for Male characters
16277;Skeleton Shoes (M);1;100;NULL;itm_mcloskullFoot01.bmp;Skeleton shoes for Male characters
16276;Skeleton Suit (M);1;100;NULL;itm_mcloskullUpper01.bmp;Skeleton suit for Male characters
16275;Skeleton Mask (M);1;100;NULL;itm_mcloskullMask01.bmp;Skeleton mask for Male characters
30107;Purple Beach Wear Set (F)  ;1;100;NULL;Itm_SysSysScrBxLuck.bmp;Purple Beachwear and Beach Shoes inside 
30106;Blue Beach Wear Set (F)  ;1;100;NULL;Itm_SysSysScrBxLuck.bmp;Blue Beachwear and Beach Shoes inside 
30105;Pink Beachwear Set (F)  ;1;100;NULL;Itm_SysSysScrBxLuck.bmp;Pink Beachwear and Beach Shoes inside 
30104;Orange Bikini Set (F)  ;1;100;NULL;Itm_SysSysScrBxLuck.bmp;Orange Bikini and Beach Shoes inside 
16258;Swimwear (F) Set;1;100;NULL;Itm_SysSysScrBxLuck.bmp;
30103;Purple Bikini Set (F)  ;1;100;NULL;Itm_SysSysScrBxLuck.bmp;Purple Bikini and Beach Shoes inside 
30112;Green Swimwear Set (M)  ;1;100;NULL;Itm_SysSysScrBxLuck.bmp;Green Swimwear and Beach Shoes inside 
30111;Red Swimwear Set (M)  ;1;100;NULL;Itm_SysSysScrBxLuck.bmp;Red Swimwear and Beach Shoes inside 
30110;Black Diver Set (M)  ;1;100;NULL;Itm_SysSysScrBxLuck.bmp;Black Diver Suit and Flippers inside  
30109;Red Beach Wear Set (M)  ;1;100;NULL;Itm_SysSysScrBxLuck.bmp;Red Beachwear and Beach Shoes inside 
16257;Swimwear (M) Set;1;100;NULL;Itm_SysSysScrBxLuck.bmp;
30108;Green Beach Wear Set F(M)  ;1;100;NULL;Itm_SysSysScrBxLuck.bmp;Green Beachwear and Beach Shoes inside 
30092;Purple Flower Sandals (F)  ;1;100;NULL;itm_fCloSwim08Foot.bmp;Let\s stroll along the beach! 
30091;Purple Beachwear (F)  ;1;100;NULL;itm_fCloSwim08Upper.bmp;Let\s stroll along the beach! 
30090;Blue Flower Sandal(F) ;1;100;NULL;itm_fCloSwim07Foot.bmp;Let\s stroll along the beach! 
30089;Blue Beachwear (F);1;100;NULL;itm_fCloSwim07Upper.bmp;Let\s stroll along the beach! 
30088;Pink Flower Sandal (F);1;100;NULL;itm_fCloSwim06Foot.bmp;Let\s stroll along the beach!
30087;Pink Beachwear (F);1;100;NULL;itm_fCloSwim06Upper.bmp;Let\s stroll along the beach!
30086;Orange Beach Shoes (F);1;100;NULL;itm_fCloSwim03Foot.bmp;Let\s stroll along the beach!
30085;Orange Bikini(F);1;100;NULL;itm_fCloSwim03Upper.bmp;Let\s stroll along the beach!
30084;Purple Beach Shoes (F);1;100;NULL;itm_fCloSwim02Foot.bmp;Let\s stroll along the beach!
30083;Purple Bikini (F);1;100;NULL;itm_fCloSwim02Upper.bmp;Let\s stroll along the beach!
16256;Slipper (F);1;100;NULL;itm_fCloSwim01Foot.bmp;
16254;Swimwear (F);1;100;NULL;itm_fCloSwim01Upper.bmp;
30102;Green Beach Shoes (M)  ;1;100;NULL;itm_mCloSwim06Foot.bmp;Let\s stroll along the beach! 
30101;Green Swimwear (M)  ;1;100;NULL;itm_mCloSwim06Upper.bmp;Let\s stroll along the beach! 
30100;Red Beach Shoes (M)  ;1;100;NULL;itm_mCloSwim05Foot.bmp;Let\s stroll along the beach! 
30199;Red Swimwear (M)  ;1;100;NULL;itm_mCloSwim05Upper.bmp;Let\s stroll along the beach! 
30198;Black Diver Flipers (M)  ;1;100;NULL;itm_mCloSwim04Foot.bmp;Let\s explore the blue ocean! 
30197;Black Diver Suit(M) ;1;100;NULL;itm_mCloSwim04Upper.bmp;Let\s explore the blue ocean! 
30196;Red Summer Sneakers (M)  ;1;100;NULL;itm_mCloSwim03Foot.bmp;Let\s stroll along the beach! 
30095;Red Beachwear (M)  ;1;100;NULL;itm_mCloSwim03Upper.bmp;Let\s stroll along the beach! 
30094;Green Summer Sneakers (M)  ;1;100;NULL;itm_mCloSwim02Foot.bmp;Let\s stroll along the beach! 
16255;Slipper (M);1;100;NULL;itm_mCloSwim01Foot.bmp;
30093;Green Beachwear (M)  ;1;100;NULL;itm_mCloSwim02Upper.bmp;Let\s stroll along the beach! 
16253;Swimwear (M);1;100;NULL;itm_mCloSwim01Upper.bmp;
30082;Yukata Set 2008 (F);1;100;NULL;Itm_SysSysScrBxLuck.bmp;A Complete Yukata 2008 Set for Female characters  
30081;Geta 2008 (F);1;100;NULL;itm_fCloYukata03Shoes.bmp;Yukata Geta for Females
30080;Yukata 2008 (F);1;100;NULL;itm_fCloYukata03Suit.bmp;Yukata outfit for Females
30079;Yukata Set 2008 (M);1;100;NULL;Itm_SysSysScrBxLuck.bmp;A Complete Yukata 2008 Set for Male characters
30078;Geta 2008 (M);1;100;NULL;itm_mCloYukata03Shoes.bmp;Yukata Geta for Males
30077;2008 Yukata (M);1;100;NULL;itm_mCloYukata03Suit.bmp;Yukata outfit for Males
16246;Yukata 2006 (F) set;1;100;NULL;Itm_SysSysScrBxLuck.bmp;Yukata 2006 (F) set
16245;Gata 2006 (F);1;100;NULL;itm_fCloYukata02Shoes.bmp;
16244;Yukata 2006 (F);1;100;NULL;Itm_SysSysScrBxLuck.bmp;Yukata 2006 (M) set
16243;Yukata 2006 (M) set;1;100;NULL;itm_fCloYukata02Suit.bmp;
16242;Gata 2006 (M);1;100;NULL;itm_mCloYukata02Shoes.bmp;
16241;Yukata 2006 (M);1;100;NULL;
16252;Blue Cheerleader (F) set + Soccerball Angel;1;100;NULL;Itm_SysSysScrBxLuck.bmp;Blue Cheerleader set for Female characters. Comes with a Soccerball Angel;itm_mCloYukata02Suit.bmp;
16251;White Cheerleader (F) set + Soccerball Angel;1;100;NULL;Itm_SysSysScrBxLuck.bmp;White Cheerleader set for Female characters. Comes with a Soccerball Angel;
16250;Red Cheerleader (F) set + Soccerball Angel;1;100;NULL;Itm_SysSysScrBxLuck.bmp;Red Cheerleader set for Female characters. Comes with a Soccerball Angel;
16249;Blue Cheerleader (M) set + Soccerball Angel;1;100;NULL;Itm_SysSysScrBxLuck.bmp;Blue Cheerleader set for Male characters. Comes with a Soccerball Angel;
16248;White Cheerleader (M) set + Soccerball Angel;1;100;NULL;Itm_SysSysScrBxLuck.bmp;White Cheerleader set for Male characters. Comes with a Soccerball Angel;
16247;Red Cheerleader (M) set + Soccerball Angel;1;100;NULL;Itm_SysSysScrBxLuck.bmp;Red Cheerleader set for Male characters. Comes with a Soccerball Angel;
16240;Female Blue Soccer set;1;100;NULL;Itm_SysSysScrBxLuck.bmp;Blue Soccer set for Female characters;
16239;Blue Soccer Shoes (F);1;100;NULL;itm_CloSoccer03Boots.bmp;;
16238;Blue Soccer Uniform (F);1;100;NULL;itm_fCloSoccer03Suit.bmp;;
16237;Male Blue Soccer set;1;100;NULL;Itm_SysSysScrBxLuck.bmp;Blue Soccer set for Female characters;
16236;Blue Soccer Shoes (M);1;100;NULL;itm_CloSoccer03Boots.bmp;;
16235;Blue Soccer Uniform (M);1;100;NULL;itm_mCloSoccer03Suit.bmp;;
16234;Female White Soccer set;1;100;NULL;Itm_SysSysScrBxLuck.bmp;White Soccer set for Female characters;
16233;White Soccer Shoes (F);1;100;NULL;itm_CloSoccer02Boots.bmp;;
16232;White Soccer Uniform (F);1;100;NULL;itm_fCloSoccer02Suit.bmp;;
16231;Male White Soccer set;1;100;NULL;Itm_SysSysScrBxLuck.bmp;White Soccer set for Male characters;
16230;White Soccer Shoes (M);1;100;NULL;itm_CloSoccer02Boots.bmp;
16229;White Soccer Uniform (M);1;100;NULL;itm_mCloSoccer02Suit.bmp;
16228;Red Soccer Set (F);1;100;NULL;Itm_SysSysScrBxLuck.bmp;Red Soccer set (F)
16227;Red Soccer Shoes (F);1;100;NULL;itm_CloSoccer01Boots.bmp;
16226;Red Soccer Uniform (F);1;100;NULL;itm_fCloSoccer01Suit.bmp;
16225;Red Soccer Set (M);1;100;NULL;Itm_SysSysScrBxLuck.bmp;Red Soccer Set (M)
16224;Red Soccer Shoes (M);1;100;NULL;itm_CloSoccer01Boots.bmp;
16223;Red Soccer Uniform (M);1;100;NULL;itm_mCloSoccer01Suit.bmp;
16222;Spy set (F);1;100;NULL;Itm_SysSysScrBxLuck.bmp;Spy set for Female characters
16221;Spy Shoes (F);1;100;NULL;itm_fCloSpyBoots.bmp;Spy shoes for Female characters
16220;Spy Gloves (F);1;100;NULL;itm_fCloSpyGloves.bmp;Spy gloves for Female characters
16219;Spy Suit (F);1;100;NULL;itm_fCloSpySuit.bmp;Spy suit for Female characters
16218;Spy Hat (F);1;100;NULL;itm_fCloSpyHat.bmp;Spy Hat for Female characters
16217;Spy set (M);1;100;NULL;Itm_SysSysScrBxLuck.bmp;Spy set for Male characters
16216;Spy Shoes (M);1;100;NULL;itm_mCloSpyBoots.bmp;Spy shoes for Male characters
16215;Spy Gloves (M);1;100;NULL;itm_mCloSpyGloves.bmp;Spy gloves for Male characters
16214;Spy Suit (M);1;100;NULL;itm_mCloSpySuit.bmp;Spy suit for Male characters
16213;Spy Hat (M);1;100;NULL;itm_mCloSpyHat.bmp;Spy hat for Male characters
16212;Maid set (F);1;100;NULL;Itm_SysSysScrBxLuck.bmp;Maid set for Female characters
16211;Maid Shoes (F);1;100;NULL;itm_fCloMaidBoots.bmp;Maid shoes for Female characters
16210;Maid Gloves (F);1;100;NULL;itm_fCloMaidGloves.bmp;Maid gloves for Female characters
16209;Maid Suit (F);1;100;NULL;itm_fCloMaidSuit.bmp;Maid suit for Female characters
16208;Maid Hat (F);1;100;NULL;itm_fCloMaidHat.bmp;Maid hat for Female characters
16207;Uniform EX set (F);1;100;NULL;Itm_SysSysScrBxLuck.bmp;Uniform EX set for Female characters
16206;Uniform EX Shoes (F);1;100;NULL;itm_fCloUniformBoots.bmp;Uniform EX shoes for Female characters
16205;Uniform EX Gloves (F);1;100;NULL;itm_fCloUniformGloves.bmp;Uniform EX gloves for Female characters
16204;Uniform EX Suit (F);1;100;NULL;itm_fCloUniformSuit.bmp;Uniform EX suit for Female characters
16203;Uniform EX set(M);1;100;NULL;Itm_SysSysScrBxLuck.bmp;Uniform EX set for Male characters
16202;Uniform EX Shoes (M);1;100;NULL;itm_mCloUniformBoots.bmp;Uniform EX shoes for Male characters
16201;Uniform EX Gloves (M);1;100;NULL;itm_mCloUniformGloves.bmp;Uniform EX gloves for Male characters
16200;Uniform EX Suit (M);1;100;NULL;itm_mCloUniformSuit.bmp;Uniform EX suit for Male characters
16199;Ninja set (M);1;100;NULL;Itm_SysSysScrBxLuck.bmp;Ninja set for Male characters
16198;Ninja Shoes (M);1;100;NULL;itm_mCloNinjaBoots.bmp;Ninja shoes for Male characters
16197;Ninja Gloves (M);1;100;NULL;itm_mCloNinjaGloves.bmp;Ninja gloves for Male characters
16196;Ninja Suit (M);1;100;NULL;itm_mCloNinjaSuit.bmp;Ninja suit for Male characters
16195;Ninja Hat (M);1;100;NULL;itm_mCloNinjaHat.bmp;Ninja hat for Male characters
16194;Ninja set (F);1;100;NULL;Itm_SysSysScrBxLuck.bmp;Ninja set for Female characters
16193;Ninja Shoes (F);1;100;NULL;itm_fCloNinjaBoots.bmp;Ninja shoes for Female characters
16192;Ninja Gloves (F);1;100;NULL;itm_fCloNinjaGloves.bmp;Ninja gloves for Female characters
16191;Ninja Suit (F);1;100;NULL;itm_fCloNinjaSuit.bmp;Ninja suit for Female characters
16190;Ninja Hat (F);1;100;NULL;itm_fCloNinjaHat.bmp;Ninja hat for Female characters
16189;Dressed Up (F);1;100;NULL;Itm_SysSysScrBxLuck.bmp;Dressed Up set for Female characters
16188;Dress Girl Shoes (F);1;100;NULL;itm_fCloDressgirl01Boots.bmp;Dressed Up shoes for Female characters
16187;Dressed Up Gloves (F);1;100;NULL;itm_fCloDressgirl01Gloves.bmp;Dressed Up gloves for Female characters
16186;Dressed Up Suit (F);1;100;NULL;itm_fCloDressgirl01Suit.bmp;Dressed Up suit for Female characters
16185;Dressed Up Hat (F);1;100;NULL;itm_fCloDressgirl01Hat.bmp;Dressed Up hat for Female characters
16184;Queen of Hearts set (F);1;100;NULL;Itm_SysSysScrBxLuck.bmp;Queen of Hearts set for Female characters
16183;Queen of Hearts Shoes (F);1;100;NULL;Itm_fCloCardShoes.bmp;Queen of Hearts shoes for Female characters
